country,technology,year,wacc,ISO,inflation,gdp,interest_rate,unemployment,population
Ireland,wind onshore,2020,0.03255,IRL,-1.92433938965517,81791.0934649925,,5.623,4985382.0
Sultanate of Oman,solar pv,2023,0.177005,OMN,-4.05592540343423,18098.5776925062,,3.176,5049269.0
Italian Republic,wind onshore,2014,0.08,ITA,0.902550731497669,30091.3481539205,3.92865780540824,12.683,60789140.0
Italian Republic,wind onshore,2019,0.05025,ITA,1.04700690370913,32180.4341021496,1.53937572616391,9.951,59729081.0
Italian Republic,wind onshore,2018,0.0644,ITA,1.07058153142322,31675.5758014951,1.59237084044719,10.61,60421760.0
Italian Republic,solar pv,2023,0.11021828,ITA,5.81875394007432,34088.088128227,-0.875338874807456,7.627,58993475.0
Italian Republic,wind onshore,2013,0.08,ITA,1.12578398838561,30369.1293679326,3.97364798550543,12.149,60233948.0
Italian Republic,wind onshore,2015,0.07083333333333335,ITA,0.782776474937791,30387.1293187854,3.3204815764273,11.896,60730582.0
Italian Republic,solar pv,2015,0.085,ITA,0.782776474937791,30387.1293187854,3.3204815764273,11.896,60730582.0
Italian Republic,solar pv,2017,0.0469771275,ITA,0.709821721481291,31356.224035187,2.27486413210815,11.211,60536709.0
Italian Republic,wind onshore,2017,0.043072543,ITA,0.709821721481291,31356.224035187,2.27486413210815,11.211,60536709.0
Italian Republic,solar pv,2020,0.043325,ITA,1.57740277527265,29469.7989279182,0.739269303549746,9.164,59438851.0
Italian Republic,wind onshore,2020,0.04425,ITA,1.57740277527265,29469.7989279182,0.739269303549746,9.164,59438851.0
Jamaica,solar pv,2023,0.168225,JAM,11.6865531940529,5328.61624140582,-0.0312361035312853,4.4,2839786.0
Jamaica,solar pv,2016,0.039,JAM,4.66411175576692,5119.03971902628,11.2974879032959,8.634,2809915.0
Hashemite Kingdom of Jordan,solar pv,2013,0.162,JOR,6.1436238894444,4556.52023716712,2.70046942578587,12.6,7991809.0
Kingdom of Morocco,solar pv,2020,0.0907,MAR,0.142417962079094,3090.89428710938,,11.223,36584208.0
Republic of Malta,solar pv,2015,0.091,MLT,4.20024274625111,25481.8977555627,,5.389,445053.0
Republic of Mozambique,solar pv,2023,0.271028,MOZ,5.30134150828523,610.174972826279,17.4723875576335,3.519,33635160.0
Republic of Senegal,solar pv,2023,0.19455,SEN,3.85182919223391,1463.19101905166,,2.8,18077573.0
United Republic of Tanzania,solar pv,2023,0.20689,TZA,2.74821189393757,1092.86413574219,,2.582,66617606.0
Republic of Latvia,wind onshore,2014,0.093,LVA,1.66994936442666,12731.6774205863,,10.846,1993782.0
Republic of Latvia,solar pv,2018,0.121,LVA,3.74028070418355,15120.0696016293,,7.412,1927174.0
Republic of Latvia,solar pv,2019,0.121,LVA,4.31637930930459,15328.3861531528,,6.312,1913822.0
Republic of Latvia,wind onshore,2018,0.0908,LVA,3.74028070418355,15120.0696016293,,7.412,1927174.0
Republic of Latvia,wind onshore,2019,0.0908,LVA,4.31637930930459,15328.3861531528,,6.312,1913822.0
Republic of Latvia,wind onshore,2013,0.093,LVA,1.90052883350897,12353.5388527084,,11.867,2012647.0
Republic of Latvia,wind onshore,2015,0.121,LVA,0.386889189160144,13321.9753140616,,9.873,1977527.0
Republic of Latvia,solar pv,2015,0.121,LVA,0.386889189160144,13321.9753140616,,9.873,1977527.0
Republic of Lithuania,wind onshore,2014,0.085,LTU,0.609193063395622,13776.1052981213,,10.698,2932367.0
Republic of Lithuania,wind onshore,2016,0.06,LTU,0.987474343866324,14870.1049461514,,7.862,2868231.0
Republic of Lithuania,wind onshore,2019,0.095,LTU,2.3758604116648,17537.4819556631,,6.255,2794137.0
Republic of Lithuania,wind onshore,2018,0.08,LTU,3.5930097078956,16709.5561779447,,6.147,2801543.0
Republic of Lithuania,wind onshore,2013,0.085,LTU,0.833826421712175,13161.6342669635,,11.77,2957689.0
Republic of Lithuania,wind onshore,2015,0.065225,LTU,-0.0022548670453801,14300.2553666736,,9.12,2904910.0
Republic of Lithuania,solar pv,2015,0.08913333333333333,LTU,-0.0022548670453801,14300.2553666736,,9.12,2904910.0
Malaysia,solar pv,2020,0.0561,MYS,-0.818007729183023,10171.4657842762,4.80149199718223,4.54,33889558.0
Malaysia,solar pv,2016,0.1,MYS,1.65825996642414,9901.47960179812,2.82594518260627,3.44,31789685.0
Republic of Tunisia,solar pv,2020,0.1075,TUN,6.80569317573834,3749.26722435797,,17.656,11974057.0
Kingdom of Morocco,solar pv,2023,0.106228,MAR,6.36094888191869,3403.31982421875,,9.044,37712505.0
Republic of South Africa,solar pv,2023,0.181133,ZAF,4.80427142532388,5747.41965032482,6.3887935898176,32.098,63212384.0
United Mexican States,solar pv,2016,0.045,MEX,6.07758782303863,10100.5021214015,-1.24759733279354,3.853,122251351.0
United Mexican States,solar pv,2019,0.0975,MEX,4.31901022867262,10159.4448355881,3.93998795520047,3.477,125762982.0
United Mexican States,solar pv,2021,0.0975,MEX,4.48797277024499,9728.05680032556,0.386354415459224,4.019,127648148.0
United Mexican States,solar pv,2022,0.11,MEX,6.49719200406193,10011.2545383826,1.5793605736953,3.256,128613117.0
United Mexican States,solar pv,2020,0.08746666666666668,MEX,4.61979011759097,9234.64362485294,1.6458420984599,4.44,126799054.0
United Mexican States,wind onshore,2020,0.0429,MEX,4.61979011759097,9234.64362485294,1.6458420984599,4.44,126799054.0
Kingdom of Saudi Arabia,solar pv,2023,0.09498,SAU,-2.96488667496891,23331.7694701019,,4.008,33264292.0
Republic of Malta,wind onshore,2013,0.071,MLT,2.2557454257814,22565.0085794121,2.39522440917152,6.106,425967.0
Arab Republic of Egypt,solar pv,2020,0.0971,EGY,6.17693409847963,3770.86947867421,4.88781543020781,7.974,109315124.0
Hashemite Kingdom of Jordan,solar pv,2020,0.08959999999999999,JOR,-0.708587970279524,3806.87949354914,8.24786468054413,19.213,10865228.0
Republic of Cameroon,solar pv,2023,0.21674,CMR,4.65972285962381,1466.76885819356,,3.613,28372687.0
Federal Republic of Nigeria,solar pv,2023,0.21588,NGA,12.6218692275514,2416.36198205178,1.23305048739489,3.074,227882945.0
Kingdom of the Netherlands,wind onshore,2014,0.064,NLD,0.344077998493205,45042.0669609307,,7.419,16865008.0
Kingdom of the Netherlands,solar pv,2023,0.0531312,NLD,7.343742684744,51305.6282286444,,3.537,17877117.0
Kingdom of the Netherlands,wind onshore,2018,0.05300000000000001,NLD,2.53340287057884,48463.0299572209,,3.832,17231624.0
Kingdom of the Netherlands,solar pv,2018,0.055,NLD,2.53340287057884,48463.0299572209,,3.832,17231624.0
Kingdom of the Netherlands,wind onshore,2019,0.04833333333333334,NLD,3.02788368438249,49254.0158758866,,3.379,17344874.0
Kingdom of the Netherlands,wind offshore,2019,0.0465,NLD,3.02788368438249,49254.0158758866,,3.379,17344874.0
Kingdom of the Netherlands,solar pv,2019,0.055,NLD,3.02788368438249,49254.0158758866,,3.379,17344874.0
Kingdom of the Netherlands,wind onshore,2020,0.02385,NLD,2.3557302816255,47086.5803832096,,3.82,17441500.0
Kingdom of the Netherlands,solar pv,2020,0.02208,NLD,2.3557302816255,47086.5803832096,,3.82,17441500.0
Kingdom of the Netherlands,wind offshore,2012,0.11,NLD,1.32912975468633,44631.8744697382,0.291989328271109,5.821,16754962.0
Kingdom of the Netherlands,wind onshore,2008,0.06,NLD,2.41226622140465,46227.2111445548,2.14027140120439,3.658,16445593.0
Republic of Namibia,solar pv,2023,0.177432,NAM,6.41362439275798,3965.35920570222,4.24110437522486,19.365,2963095.0
Kingdom of Norway,solar pv,2023,0.04681800000000001,NOR,-10.6191584030873,78912.3327624579,17.8198050632036,3.572,5519594.0
Kingdom of Norway,wind onshore,2010,0.07610000000000006,NOR,5.95536133797087,72804.3956195341,,3.527,4889252.0
Kingdom of Norway,wind onshore,2016,0.04957999999999996,NOR,-1.59809716352439,75017.4944737055,4.74390944581817,4.68,5234519.0
Kingdom of Norway,wind onshore,2020,0.0478,NOR,-2.51726059053333,75287.2059530897,5.34941941734859,4.424,5379475.0
State of Israel,solar pv,2023,0.06384,ISR,4.26608944082265,42852.5810267712,,3.596,9756600.0
Islamic Republic of Pakistan,solar pv,2020,0.06440000000000001,PAK,9.9444982105729,1526.00597486307,0.739692508004723,6.127,235001746.0
Republic of Panama,solar pv,2023,0.129825,PAN,1.70673831397947,16872.8834654731,,6.544,4458759.0
Republic of Paraguay,solar pv,2023,0.1563,PRY,2.06875531020788,6431.71872824395,,5.794,6844146.0
Republic of Peru,solar pv,2023,0.1216395,PER,6.56634363134418,6552.55403560046,,4.899,33845617.0
Republic of Peru,solar pv,2015,0.043,PER,2.69052090074331,6231.71150338894,13.0638220152775,3.272,30457600.0
Republic of Peru,solar pv,2016,0.029,PER,3.08088269037734,6392.25474941014,12.9852567811511,3.741,30866494.0
Republic of Peru,wind onshore,2020,0.0788,PER,3.71917119669504,5831.83024758521,8.888580606911,7.179,32838579.0
Republic of Poland,wind onshore,2014,0.094,POL,0.482272387523025,12093.1622787394,,8.971,38011735.0
Republic of Poland,wind onshore,2018,0.0457,POL,1.22699825174134,14551.0850277089,,3.835,37974750.0
Republic of Poland,wind onshore,2019,0.0457,POL,3.02644690867653,15221.3090624454,,3.267,37965475.0
Republic of Poland,wind onshore,2013,0.0935,POL,0.270975789944856,11628.2286809525,,10.293,38040196.0
Republic of Poland,wind onshore,2015,0.08,POL,1.32071091723995,12637.5220324406,,7.475,37986412.0
Republic of Poland,solar pv,2015,0.08,POL,1.32071091723995,12637.5220324406,,7.475,37986412.0
Republic of Poland,solar pv,2020,0.05470000000000001,POL,4.23859434856777,14937.5960275482,,3.155,37899070.0
Republic of Poland,wind onshore,2020,0.0577,POL,4.23859434856777,14937.5960275482,,3.155,37899070.0
Portuguese Republic,wind onshore,2014,0.08,PRT,0.724456717260622,18836.8967511808,,13.897,10401062.0
Portuguese Republic,solar pv,2019,0.05166666666666667,PRT,1.83436786237921,21569.1874470753,,6.464,10286263.0
Portuguese Republic,wind onshore,2018,0.05273333333333333,PRT,1.8523724616237,20997.7744915886,,6.994,10283822.0
Portuguese Republic,solar pv,2018,0.05273333333333333,PRT,1.8523724616237,20997.7744915886,,6.994,10283822.0
Portuguese Republic,wind onshore,2019,0.05166666666666667,PRT,1.83436786237921,21569.1874470753,,6.464,10286263.0
Portuguese Republic,wind onshore,2013,0.08,PRT,2.27438689186236,18597.721407072,,16.188,10457295.0
Portuguese Republic,wind onshore,2015,0.07250000000000001,PRT,1.96244673853694,19215.7813014347,,12.447,10358076.0
Portuguese Republic,solar pv,2015,0.065,PRT,1.96244673853694,19215.7813014347,,12.447,10358076.0
Portuguese Republic,solar pv,2020,0.1003,PRT,2.10314342298463,19778.7138255776,,6.801,10297081.0
Romania,wind onshore,2014,0.111,ROU,1.71417093292732,8661.47397274241,6.63787782811327,6.802,19908979.0
Romania,solar pv,2018,0.07500000000000001,ROU,6.18674870152643,10788.015091463,0.585245894985438,4.187,19473970.0
Romania,solar pv,2019,0.0775,ROU,6.94651343516345,11270.4758020159,0.20117835036637,3.912,19371648.0
Romania,wind onshore,2018,0.0775,ROU,6.18674870152643,10788.015091463,0.585245894985438,4.187,19473970.0
Romania,wind onshore,2019,0.0775,ROU,6.94651343516345,11270.4758020159,0.20117835036637,3.912,19371648.0
Romania,wind onshore,2013,0.111,ROU,1.39458661535372,8287.95844089676,9.00236757143017,7.096,19983693.0
Romania,wind onshore,2015,0.0734,ROU,3.26453494332559,8977.01748158196,3.39222469611366,6.812,19815616.0
Romania,solar pv,2015,0.0734,ROU,3.26453494332559,8977.01748158196,3.39222469611366,6.812,19815616.0
Romania,solar pv,2020,0.07175,ROU,4.11051645013276,10916.3126056493,2.28207952392105,5.035,19265250.0
United Arab Emirates,solar pv,2023,0.06646500000000001,ARE,-1.30420016236501,42507.787339453,,2.151,10483751.0
United Arab Emirates,solar pv,2017,0.0535,ARE,4.98621314114183,42690.2147775401,,2.462,9223225.0
Republic of Ghana,solar pv,2023,0.204075,GHA,33.0798250532954,2086.80608066,,3.063,33787914.0
Republic of South Africa,solar pv,2021,0.1025,ZAF,6.53869058287115,5756.19549409213,0.472106500505819,34.007,61502603.0
Republic of Singapore,solar pv,2020,0.0546,SGP,-2.43859056928547,59144.3539186758,7.88077029037357,4.1,5685807.0
Slovak Republic,wind onshore,2014,0.081,SVK,-0.132601652541283,15647.6491148855,,11.536,5418649.0
Slovak Republic,solar pv,2018,0.055,SVK,2.10864784120307,17869.0149419565,,6.544,5446771.0
Slovak Republic,solar pv,2019,0.055,SVK,2.40120775491499,18250.9802872053,,5.761,5454147.0
Slovak Republic,wind onshore,2013,0.081,SVK,0.534061780956677,15249.8825237603,,14.226,5413393.0
Slovak Republic,solar pv,2015,0.05166666666666667,SVK,-0.185693219770044,16442.0760860018,,11.492,5423801.0
Slovak Republic,wind onshore,2015,0.0475,SVK,-0.185693219770044,16442.0760860018,,11.492,5423801.0
Republic of Slovenia,wind onshore,2014,0.11,SVN,0.631553050140269,20228.7077025728,,9.668,2061980.0
Republic of Slovenia,wind onshore,2018,0.045,SVN,2.1809554232366,23293.9665948387,,5.108,2073894.0
Republic of Slovenia,wind onshore,2013,0.11,SVN,1.1327980246691,19704.2184304723,,10.103,2059953.0
Republic of Slovenia,solar pv,2015,0.08510000000000001,SVN,0.867195845770979,20697.2748530619,,8.962,2063531.0
Republic of Slovenia,wind onshore,2015,0.08896666666666668,SVN,0.867195845770979,20697.2748530619,,8.962,2063531.0
Republic of South Africa,solar pv,2019,0.1025,ZAF,4.61352469052481,6032.82972598668,5.26841565254553,28.468,59587885.0
Republic of Mauritius,solar pv,2023,0.126255,MUS,8.507830178109,11319.2352240984,0.914376243873279,5.571,1261041.0
Republic of South Africa,solar pv,2012,0.078,ZAF,4.68520638813985,6121.55783860713,3.88287299810937,24.727,53782567.0
Republic of Botswana,solar pv,2023,0.09687,BWA,2.12467971961613,7235.92910677284,4.51792831085342,23.381,2480244.0
Republic of South Africa,wind onshore,2020,0.07513333333333333,ZAF,5.3913943350576,5569.58483319272,2.19841383909371,29.217,60562381.0
Republic of South Africa,solar pv,2022,0.11,ZAF,4.99247138395964,5783.86090401536,3.61854067499116,33.268,62378410.0
Republic of South Africa,solar pv,2020,0.0689,ZAF,5.3913943350576,5569.58483319272,2.19841383909371,29.217,60562381.0
Republic of South Africa,solar pv,2013,0.072,ZAF,5.84411140067347,6170.87670863373,2.50924549715633,24.561,54678791.0
Republic of Uganda,solar pv,2020,0.0797,UGA,2.72148444149991,917.0350317644,,3.831,44457152.0
Republic of Kenya,wind onshore,2020,0.0716,KEN,4.94885283291357,1609.33414078281,6.7146344090674,5.619,52217334.0
Kingdom of Spain,wind onshore,2014,0.1,ESP,-0.220686783271887,24937.0366118341,,24.441,46480882.0
Kingdom of Spain,solar pv,2019,0.05166666666666667,ESP,1.42867121354817,28291.6306843873,,14.104,47134837.0
Kingdom of Spain,solar pv,2018,0.05273333333333333,ESP,1.18735474303686,27947.3177652619,,15.255,46797754.0
Kingdom of Spain,wind onshore,2018,0.05273333333333333,ESP,1.18735474303686,27947.3177652619,,15.255,46797754.0
Kingdom of Spain,wind onshore,2019,0.05166666666666667,ESP,1.42867121354817,28291.6306843873,,14.104,47134837.0
Kingdom of Spain,wind onshore,2013,0.1,ESP,0.438174975884493,24490.2279309777,,26.094,46620045.0
Kingdom of Spain,wind onshore,2015,0.07625,ESP,0.55244184266985,25969.8383138327,,22.057,46444832.0
Kingdom of Spain,solar pv,2020,0.04739285714285714,ESP,1.133914569064,25073.7209751005,,15.532,47365655.0
Kingdom of Spain,wind offshore,2020,0.0676,ESP,1.133914569064,25073.7209751005,,15.532,47365655.0
Kingdom of Spain,wind onshore,2020,0.04255,ESP,1.133914569064,25073.7209751005,,15.532,47365655.0
Kingdom of Spain,wind onshore,2008,0.059,ESP,2.45204362701759,27112.5262998815,,11.254,45954106.0
Democratic Socialist Republic of Sri Lanka,solar pv,2023,0.31779,LKA,17.5191628455588,3968.6762893616,,5.997,22037000.0
Kingdom of Sweden,wind onshore,2014,0.082,SWE,1.83270691050184,49556.7005007699,,7.954,9696110.0
Kingdom of Sweden,wind onshore,2018,0.05533333333333333,SWE,2.61612019490897,52363.3829181296,,6.365,10175214.0
Kingdom of Sweden,wind onshore,2019,0.059,SWE,2.42065007708676,53156.8613091273,,6.833,10278887.0
Kingdom of Sweden,solar pv,2023,0.0467972,SWE,6.14906969650426,54449.7982042953,,7.611,10536632.0
Kingdom of Sweden,wind onshore,2013,0.082,SWE,1.01164751434032,48927.5973053354,,8.052,9600379.0
Kingdom of Sweden,solar pv,2015,0.018,SWE,2.25343232544076,51197.9529341175,,7.432,9799186.0
Kingdom of Sweden,wind onshore,2015,0.0725,SWE,2.25343232544076,51197.9529341175,,7.432,9799186.0
Kingdom of Sweden,solar pv,2020,0.0323,SWE,1.79366288715698,51715.78104096,,8.291,10353442.0
Kingdom of Sweden,wind onshore,2020,0.0405,SWE,1.79366288715698,51715.78104096,,8.291,10353442.0
Kingdom of Sweden,wind onshore,2008,0.047,SWE,3.36159327618984,48427.7563778,,6.235,9219637.0
Kingdom of Sweden,wind onshore,2010,0.07610000000000006,SWE,1.03025947287551,48204.6580784176,,8.61,9378126.0
Kingdom of Sweden,wind onshore,2016,0.05264000000000002,SWE,1.65202001199931,51746.6969632478,,6.99,9923085.0
Swiss Confederation,wind onshore,2017,0.0397,CHE,-0.367869216813958,84967.5885484699,3.00636739533907,4.797,8451840.0
Swiss Confederation,wind onshore,2008,0.049,CHE,1.44992801006573,82481.068036134,1.86552324585828,3.35,7647675.0
Republic of China,wind offshore,2020,0.0603,TWN,,,,,
Republic of South Africa,solar pv,2015,0.0685,ZAF,5.54552812339873,6112.27382485974,3.66774283297157,25.149,56723537.0
Kingdom of Thailand,solar pv,2016,0.115,THA,2.63616761998928,5857.78052935926,1.78511916997275,0.688,70859841.0
Kingdom of the Netherlands,wind onshore,2020,0.033,NLD,2.3557302816255,47086.5803832096,,3.82,17441500.0
Kingdom of the Netherlands,wind offshore,2019,0.0465,NLD,3.02788368438249,49254.0158758866,,3.379,17344874.0
Kingdom of the Netherlands,wind onshore,2018,0.05300000000000001,NLD,2.53340287057884,48463.0299572209,,3.832,17231624.0
Kingdom of the Netherlands,solar pv,2018,0.055,NLD,2.53340287057884,48463.0299572209,,3.832,17231624.0
Kingdom of the Netherlands,wind onshore,2019,0.04833333333333334,NLD,3.02788368438249,49254.0158758866,,3.379,17344874.0
Kingdom of the Netherlands,solar pv,2019,0.055,NLD,3.02788368438249,49254.0158758866,,3.379,17344874.0
Kingdom of the Netherlands,wind onshore,2013,0.0633,NLD,1.1449273315191,44487.0306140116,0.351053362584457,7.241,16804432.0
Kingdom of the Netherlands,wind onshore,2015,0.0425,NLD,0.888432968331628,45793.8135434697,,6.872,16939923.0
Kingdom of Saudi Arabia,solar pv,2017,0.042,SAU,6.38731634132101,22219.9383333817,,5.89,30977355.0
Kingdom of Morocco,wind onshore,2018,0.05552,MAR,0.939181637531973,3304.7119140625,,9.271,35839760.0
Republic of TÃ¼rkiye,wind onshore,2020,0.07185000000000001,TUR,14.7893415893496,12179.6626536773,,13.148,83384680.0
Republic of Senegal,solar pv,2022,0.09,SEN,8.72786615579552,1432.86013001798,,2.837,17651103.0
Republic of Kenya,solar pv,2020,0.0691,KEN,4.94885283291357,1609.33414078281,6.7146344090674,5.619,52217334.0
Republic of Uganda,solar pv,2014,0.066,UGA,5.10630732385718,845.978664791099,15.6773841196638,2.348,36395539.0
United Kingdom of Great Britain and Northern Ireland,wind onshore,2014,0.065,GBR,1.31890253888587,44336.537861323,-0.808242606626712,6.363,64602298.0
United Kingdom of Great Britain and Northern Ireland,solar pv,2019,0.055,GBR,2.13295141520851,47234.2466070513,,3.613,66836327.0
United Kingdom of Great Britain and Northern Ireland,wind onshore,2016,0.065,GBR,1.96415133662747,45482.4668618551,,4.867,65611593.0
United Kingdom of Great Britain and Northern Ireland,wind offshore,2018,0.07,GBR,1.92064708685382,46742.1481190493,,4.12,66460344.0
United Kingdom of Great Britain and Northern Ireland,solar pv,2018,0.055,GBR,1.92064708685382,46742.1481190493,,4.12,66460344.0
United Kingdom of Great Britain and Northern Ireland,wind onshore,2018,0.05640000000000001,GBR,1.92064708685382,46742.1481190493,,4.12,66460344.0
United Kingdom of Great Britain and Northern Ireland,wind onshore,2019,0.033475,GBR,2.13295141520851,47234.2466070513,,3.613,66836327.0
United Kingdom of Great Britain and Northern Ireland,wind onshore,2013,0.065,GBR,2.10944102288553,43281.5764200721,-1.5761921784733,7.704,64128273.0
United Kingdom of Great Britain and Northern Ireland,wind onshore,2015,0.06,GBR,0.658400581149991,44964.3911437292,,5.517,65116219.0
United Kingdom of Great Britain and Northern Ireland,solar pv,2015,0.06,GBR,0.658400581149991,44964.3911437292,,5.517,65116219.0
United Kingdom of Great Britain and Northern Ireland,solar pv,2013,0.041975363,GBR,2.10944102288553,43281.5764200721,-1.5761921784733,7.704,64128273.0
United Kingdom of Great Britain and Northern Ireland,solar pv,2017,0.029532818,GBR,1.85511700587182,46374.5811167058,,4.452,66058859.0
United Kingdom of Great Britain and Northern Ireland,solar pv,2020,0.0335,GBR,4.96982052549251,42215.8837450989,,4.472,67081234.0
United Kingdom of Great Britain and Northern Ireland,wind offshore,2020,0.0396,GBR,4.96982052549251,42215.8837450989,,4.472,67081234.0
United Kingdom of Great Britain and Northern Ireland,wind onshore,2020,0.0345,GBR,4.96982052549251,42215.8837450989,,4.472,67081234.0
United Kingdom of Great Britain and Northern Ireland,wind offshore,2012,0.135,GBR,1.54274315899465,42802.0207834042,-1.02690071841169,8.25,63700215.0
Ukraine,solar pv,2020,0.1385,UKR,10.2949601365333,2324.107421875,3.62431779160013,9.475,44680014.0
Ukraine,wind onshore,2020,0.1385,UKR,10.2949601365333,2324.107421875,3.62431779160013,9.475,44680014.0
United Arab Emirates,solar pv,2014,0.05,ARE,-0.668049355939203,43023.1904165525,,2.002,8059440.0
United Arab Emirates,solar pv,2016,0.039,ARE,-5.52947860546242,43745.2881662331,,1.64,8935095.0
United Arab Emirates,solar pv,2015,0.036,ARE,-16.2670060316676,43534.9972681733,,1.793,8505237.0
Kingdom of Morocco,solar pv,2018,0.0425276,MAR,0.939181637531973,3304.7119140625,,9.271,35839760.0
Hashemite Kingdom of Jordan,solar pv,2015,0.057,JOR,2.16975211695323,4042.75678097555,6.17297626649221,13.075,9544729.0
Oriental Republic of Uruguay,wind onshore,2020,0.042,URY,10.9766432085298,16439.3140406635,0.22943227895571,10.413,3398968.0
United States of America,solar pv,2023,0.058440072,USA,3.59839135378053,65875.177881434,,3.638,334914895.0
United States of America,wind onshore,2010,0.06692000000000009,USA,1.21528668186946,52821.4047643404,2.01028262116756,9.633,309327143.0
United States of America,wind onshore,2016,0.05977999999999994,USA,0.950322479212474,57658.6708825722,2.53723229857104,4.869,323071755.0
United States of America,solar pv,2017,0.03,USA,1.79080328489228,58703.1440780161,2.26529637979253,4.355,325122128.0
United States of America,solar pv,2018,0.031,USA,2.29089027694276,60127.2102762459,2.55474987327681,3.896,326838199.0
United States of America,solar pv,2020,0.06244812,USA,1.32883273821459,59493.1459820135,2.18628189883077,8.055,331526933.0
United States of America,wind offshore,2020,0.05192,USA,1.32883273821459,59493.1459820135,2.18628189883077,8.055,331526933.0
United States of America,wind onshore,2020,0.05143333333333334,USA,1.32883273821459,59493.1459820135,2.18628189883077,8.055,331526933.0
United States of America,wind onshore,2017,0.06,USA,1.79080328489228,58703.1440780161,2.26529637979253,4.355,325122128.0
United States of America,wind onshore,2015,0.061,USA,0.928042794757729,57040.2082136605,2.31051464059837,5.28,320738994.0
United States of America,wind onshore,2008,0.075,USA,1.92670969899538,53703.9628961266,3.10104221978606,5.784,304093966.0
Bolivarian Republic of Venezuela,solar pv,2023,0.245862,VEN,,,,5.485,28300854.0
Socialist Republic of Vietnam,solar pv,2023,0.1366,VNM,1.90623130183931,3760.39771392507,7.27803256328136,1.645,100352192.0
Socialist Republic of Vietnam,solar pv,2022,0.0975,VNM,4.05124231712631,3603.86454848348,3.80782672842234,1.523,99680655.0
Socialist Republic of Vietnam,wind offshore,2022,0.1125,VNM,4.05124231712631,3603.86454848348,3.80782672842234,1.523,99680655.0
Socialist Republic of Vietnam,solar pv,2020,0.069075,VNM,1.46747814810814,3303.16949807493,6.09064299683403,2.103,98079191.0
Socialist Republic of Vietnam,wind offshore,2020,0.0808,VNM,1.46747814810814,3303.16949807493,6.09064299683403,2.103,98079191.0
Socialist Republic of Vietnam,wind onshore,2020,0.06756666666666666,VNM,1.46747814810814,3303.16949807493,6.09064299683403,2.103,98079191.0
Socialist Republic of Vietnam,solar pv,2016,0.1,VNM,1.81953592779914,2715.57887431272,5.04860292807267,1.848,94000117.0
Republic of Yemen,solar pv,2020,0.0964,YEM,,951.130341070454,,17.953,36134863.0
Republic of Kenya,solar pv,2022,0.0875,KEN,6.95705445631218,1747.53198804428,5.02892163035786,5.707,54252461.0
Republic of Zambia,solar pv,2016,0.038,ZMB,13.5761011694227,1303.57513869133,1.69392927805065,5.239,16914423.0
